curp,nombre,metadata.institucion,nivelOrdenGobierno,declaracion.situacionPatrimonial.datosEmpleoCargoComision.areaAdscripcion,declaracion.situacionPatrimonial.datosEmpleoCargoComision.contratadoPorHonorarios,declaracion.situacionPatrimonial.datosEmpleoCargoComision.nivelEmpleoCargoComision,edu_nivel,exp_privado,exp_publico,exp_total,n_vehiculos,n_vehiculos_lujo,valor_vehiculos,n_bienes,valor_bienes,valor_inversiones,patrimonio_total,ingreso_total_neto_2015,ingreso_total_neto_2016,ingreso_total_neto_2017,ingreso_total_neto_2018,ingreso_total_neto_2019,ingreso_total_neto_2020
MAFG730313HPURLB08,Gabriela Marroquín Feliciano,EL COLEGIO DE LA FRONTERA NORTE A.C.,FEDERAL,Unidad de Asuntos Jurídicos,False,N33,ESPECIALIDAD,11.2,0.0,11.2,8.0,1.0,3994013.0,1.0,9844629.0,581851.0,14420493.0,264945.0,1200192.0,1136292.0,1012392.0,1053288.0,1134696.0
MAFL740015MSNRRZ07,Luz Martínez Franco,FIDEICOMISO DE FORMACION Y CAPACITACION PARA EL PERSONAL DE LA MARINA MERCANTE NACIONAL,MUNICIPAL,Dirección General de Administración,False,22,MAESTRÍA,12.7,0.0,12.7,7.0,3.0,6963339.0,2.0,174289232.0,72906161.0,254158732.0,1858390.0,5725596.0,6171036.0,6170148.0,6903696.0,5582544.0
MAFM880925MSNDLR05,María Fernanda Madera Flórez,TRANSPORTADORA DE SAL S.A. DE C.V.,ESTATAL,Dirección General de Tecnologías de Información,False,N34,MAESTRÍA,5.3,5.9,11.2,4.0,2.0,1680659.0,1.0,7696609.0,683886.0,10061154.0,272025.0,1156116.0,1156788.0,1103748.0,1296444.0,1260216.0
MAFY851121MAGDNM07,Yamileth Madera Fonseca,UNIVERSIDAD AUTONOMA METROPOLITANA,MUNICIPAL,Unidad de Transparencia,False,O32,LICENCIATURA,5.9,5.4,11.3,4.0,2.0,821583.0,0.0,0.0,19503.0,841086.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
MAFÁ880826MPURRG08,Ángel Gabriel Mares Farías,CENTRO NACIONAL DE TRASPLANTES,MUNICIPAL,Unidad de Servicios Tecnológicos,False,M34,ESPECIALIDAD,10.2,0.0,10.2,5.0,2.0,2341299.0,1.0,3162571.0,1053126.0,6556996.0,360140.0,1615656.0,1748280.0,1596528.0,1721412.0,1639944.0
MAGA871119MPUTLL03,Axel Matos Gálvez,CONSEJO NACIONAL PARA LA CULTURA Y LAS ARTES,MUNICIPAL,Unidad de Transparencia,False,A33,LICENCIATURA,7.0,5.6,12.6,0.0,0.0,0.0,1.0,1313802.0,26589.0,1340391.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
MAGB800222HPURYR06,Berta Marín Gaytán,CENTRO NACIONAL PARA LA PREVENCION Y CONTROL DEL VIH/SIDA,ESTATAL,Unidad de Administración,False,L32,DOCTORADO,6.2,6.5,12.7,8.0,5.0,5730636.0,3.0,178732832.0,95244104.0,279707572.0,1602270.0,5045688.0,3949836.0,4083588.0,4246716.0,5203848.0
MAGF770511HAGNML01,Florencia Manzanares Gamez,COMISION NACIONAL DE LIBROS DE TEXTO GRATUITOS,ESTATAL,Dirección General de Tecnologías de Información,False,N22,LICENCIATURA,5.5,6.8,12.3,3.0,0.0,652579.0,0.0,0.0,33629.0,686208.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
MAGF881006HVZDLR06,Fernando Madera Gálvez,ADMINISTRACION DEL PATRIMONIO DE LA BENEFICENCIA PUBLICA,MUNICIPAL,Unidad de Transparencia,False,N34,LICENCIATURA,6.5,3.6,10.1,5.0,1.0,2519385.0,1.0,9827340.0,477344.0,12824069.0,342380.0,1273824.0,1155396.0,1254444.0,1298268.0,1410864.0
MAGI760518HSNRRR07,Israel Marroquín Gracia,IMPRESORA Y ENCUADERNADORA PROGRESO S.A. DE C.V.,MUNICIPAL,Unidad de Administración,False,N34,LICENCIATURA,10.1,0.0,10.1,4.0,0.0,1826493.0,1.0,2334935.0,737460.0,4898888.0,278510.0,1282548.0,1255800.0,1377852.0,1375296.0,1295436.0
MAGJ710827HAGRRN06,Juana Martínez Girón,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL INSTITUTO POLITECNICO NACIONAL,MUNICIPAL,Unidad de Administración,False,O33,LICENCIATURA,11.0,0.0,11.0,3.0,0.0,625670.0,0.0,0.0,38134.0,663804.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
MAGL860608HPURNC09,Lucia Martínez Gonzales,PROCURADURIA FEDERAL DE LA DEFENSA DEL TRABAJO,FEDERAL,Dirección General de Vinculación,False,J32,MAESTRÍA,11.6,0.0,11.6,5.0,3.0,2303426.0,3.0,214246585.0,87080903.0,303630914.0,1718050.0,5368572.0,5895228.0,5265540.0,4803252.0,5171436.0
MAGS710119MDFYTF09,Sofia Maya Gutiérrez,CENTRO NACIONAL PARA LA SALUD DE LA INFANCIA Y ADOLESCENCIA,FEDERAL,Unidad de Vinculación,False,19,MAESTRÍA,5.3,4.4,9.7,8.0,6.0,5399366.0,3.0,260609207.0,75236784.0,341245357.0,1609665.0,5318616.0,5461092.0,5453760.0,6338040.0,5808888.0
MAHA840217MVZNDT03,Arturo Manzanares Hidalgo,INSTITUTO NACIONAL DE GERIATRÍA,ESTATAL,Unidad de Vinculación,False,N22,LICENCIATURA,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,25400.0,25400.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
MAHA870907MAGTRX02,Alexander Mata Hernádez,SECRETARIA DE ECONOMIA,MUNICIPAL,Unidad de Transparencia,False,N22,LICENCIATURA,10.6,0.0,10.6,0.0,0.0,0.0,0.0,0.0,52852.0,52852.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
MAHE770108HVZSLT07,Estefanía Mascareñas Holguín,INSTITUTO MEXICANO DE LA RADIO,ESTATAL,Dirección General de Inteligencia,False,O32,LICENCIATURA,12.3,0.0,12.3,2.0,0.0,394247.0,0.0,0.0,29726.0,423973.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
MAHG700824HDFDNR06,Gregorio Madrigal Henríquez,PETROLEOS MEXICANOS,ESTATAL,Dirección General de Administración,False,M34,ESPECIALIDAD,10.9,0.0,10.9,6.0,1.0,2399741.0,1.0,7970913.0,861703.0,11232357.0,365440.0,1639068.0,1804272.0,1648044.0,1696356.0,1661124.0
MAHI810805MVZDRR07,Iker Madera Hernádez,CENTRO DE INVESTIGACION EN MATEMATICAS A.C.,ESTATAL,Dirección General de Innovacion,False,18,ESPECIALIDAD,6.6,5.8,12.399999999999999,4.0,2.0,6153188.0,2.0,104531662.0,107435451.0,218120301.0,1476880.0,5542572.0,5120976.0,5717676.0,5002296.0,4496196.0
MAHL810010HAGTRS03,Luis Gabino Matías Herrera,BANCO NACIONAL DE COMERCIO EXTERIOR S.N.C.,FEDERAL,Dirección General de Administración,False,18,MAESTRÍA,6.4,6.3,12.7,7.0,6.0,5713507.0,3.0,195484256.0,74827632.0,276025395.0,1525525.0,5297580.0,5220468.0,5271132.0,5348076.0,5411340.0
MAHY730810HSNYRR07,Yaretzi Mayorga Hernández,AGROASEMEX S.A.,ESTATAL,Dirección General de Tecnologías de Información,False,M34,LICENCIATURA,10.1,0.0,10.1,5.0,1.0,2090876.0,1.0,5623261.0,1219739.0,8933876.0,347325.0,1631772.0,1512636.0,1613064.0,1716048.0,1661052.0
MAJO740627MAGTRV07,Olivia Mata Jurado,FIDEICOMISO DE FORMACION Y CAPACITACION PARA EL PERSONAL DE LA MARINA MERCANTE NACIONAL,MUNICIPAL,Unidad de Vinculación,False,N33,LICENCIATURA,11.9,0.0,11.9,5.0,2.0,2474039.0,1.0,3834967.0,379836.0,6688842.0,258690.0,1214724.0,984720.0,1107492.0,976284.0,1136904.0
MAKE801102MVZSZR04,Enrique Mascareñas Kuzmina,COLEGIO DE POSTGRADUADOS,FEDERAL,Unidad de Administración,False,18,MAESTRÍA,5.7,5.3,11.0,5.0,2.0,5374355.0,3.0,172953026.0,73193203.0,251520584.0,1724600.0,5450292.0,5241036.0,4689504.0,5429496.0,5231820.0
MAKI830324MSNYMB05,Isabel Maya Kamat,ADMINISTRACION PORTUARIA INTEGRAL DE MANZANILLO S.A. DE C.V.,MUNICIPAL,Dirección General de Administración,False,N34,LICENCIATURA,11.6,0.0,11.6,6.0,2.0,2328310.0,1.0,3446333.0,1278085.0,7052728.0,256085.0,1235928.0,1249440.0,1314468.0,1262136.0,1167000.0
MAKI870222HPUGRN01,Irene Magaña Korta,INSTITUTO NACIONAL DE LA ECONOMÍA SOCIAL,FEDERAL,Dirección General de Vinculación,False,N22,LICENCIATURA,5.9,3.6,9.5,5.0,0.0,715952.0,1.0,216951.0,11043.0,943946.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
MAKL840216MPURRN02,Leonor Mares Kardache soto,SERVICIO DE ADMINISTRACION Y ENAJENACION DE BIENES,ESTATAL,Unidad de Administración,False,N22,LICENCIATURA,6.4,5.6,12.0,5.0,0.0,618497.0,0.0,0.0,19461.0,637958.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
MAKM790506HDFTHC05,Micaela Matías Khalid,INSTITUTO DE INVESTIGACIONES ELECTRICAS,MUNICIPAL,Dirección General de Innovacion,False,O32,LICENCIATURA,12.7,0.0,12.7,6.0,0.0,984447.0,0.0,0.0,23566.0,1008013.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
MAKR791120HSNSMM04,Ramón Maestas Kamal,LOTERIA NACIONAL PARA LA ASISTENCIA PUBLICA,MUNICIPAL,Unidad de Asuntos Jurídicos,False,M34,LICENCIATURA,5.8,4.4,10.2,4.0,1.0,1696846.0,1.0,2619572.0,638332.0,4954750.0,362805.0,1647132.0,1586016.0,1493100.0,1719768.0,1671336.0
MALE760510HAGRVR09,Enrique Marroquín Luevano,FINANCIERA RURAL,ESTATAL,Dirección General de Administración,False,J32,DOCTORADO,9.9,0.0,9.9,9.0,5.0,5962879.0,2.0,111033138.0,72072242.0,189068259.0,1768240.0,4809180.0,4964688.0,5430852.0,5226828.0,5750604.0
MALJ800206MPUSVS05,José Luis Maestas Lovato,SERVICIO DE INFORMACION AGROALIMENTARIA Y PESQUERA,FEDERAL,Unidad de Vinculación,False,N34,MAESTRÍA,10.3,0.0,10.3,5.0,3.0,2567147.0,1.0,4843584.0,652973.0,8063704.0,246400.0,1272180.0,1305600.0,1214844.0,1281864.0,1274208.0
MALS820009HAGRZS05,Susana Mares Lozada,HOSPITAL INFANTIL DE MEXICO FEDERICO GOMEZ,ESTATAL,Dirección General de Vinculación,False,22,MAESTRÍA,10.5,0.0,10.5,7.0,2.0,5337632.0,3.0,279903345.0,88147800.0,373388777.0,1824725.0,5805372.0,6248340.0,6744312.0,6354444.0,6518340.0
MALV770626MVZTRR07,Verónica Mata Lerma,FONDO DE OPERACION Y FINANCIAMIENTO BANCARIO A LA VIVIENDA,FEDERAL,Dirección General de Tecnologías de Información,False,M34,ESPECIALIDAD,5.5,5.9,11.4,3.0,0.0,1146497.0,1.0,3487376.0,644216.0,5278089.0,376655.0,1509480.0,1751448.0,1518936.0,1601916.0,1485948.0
MAMA711027MPUSNF08,Alfonso Maestas Monroy,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA,FEDERAL,Dirección General de Inteligencia,False,O32,LICENCIATURA,5.9,6.6,12.5,0.0,0.0,0.0,0.0,0.0,43071.0,43071.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
MAMA760802MSNTRX07,Alexander Mata Morales,INSTITUTO MEXICANO DE CINEMATOGRAFIA,FEDERAL,Unidad de Asuntos Jurídicos,False,18,ESPECIALIDAD,12.3,0.0,12.3,6.0,3.0,2934893.0,3.0,168753826.0,122911859.0,294600578.0,1765020.0,5027220.0,5074620.0,5653080.0,5307912.0,5384376.0
MAMC720907MAGLRT02,Catalina Maldonado Márquez,INSTITUTO NACIONAL DE CANCEROLOGIA,MUNICIPAL,Dirección General de Administración,False,N33,LICENCIATURA,12.1,0.0,12.1,6.0,2.0,3005601.0,1.0,9246917.0,1674728.0,13927246.0,261645.0,1293900.0,1223268.0,1060620.0,1111716.0,1150752.0
MAMC800703MAGTDR06,Carolina Matos Medina,INSTITUTO DE LOS MEXICANOS EN EL EXTERIOR,FEDERAL,Unidad de Tecnologías de Información y Comunicaciones,False,J32,ESPECIALIDAD,11.1,0.0,11.1,7.0,5.0,3106039.0,3.0,198098616.0,35544559.0,236749214.0,1545840.0,4837260.0,4990920.0,5063124.0,6233184.0,5495544.0
MAME730511MAGCNS03,Elsa Macías Méndez,CONSEJO NACIONAL PARA PREVENIR LA DISCRIMINACION,MUNICIPAL,Dirección General de Vinculación,False,N22,LICENCIATURA,5.3,5.5,10.8,5.0,0.0,1102647.0,0.0,0.0,31813.0,1134460.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
MAME820512HPUDRR03,Eduardo Madrid Murillo,ADMINISTRACION FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,MUNICIPAL,Dirección General de Administración,False,A33,LICENCIATURA,6.8,5.4,12.2,0.0,0.0,0.0,0.0,0.0,27069.0,27069.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
MAME870726HAGRNM02,Esmeralda Marín Montoya,SECRETARIA DE RELACIONES EXTERIORES,MUNICIPAL,Dirección General de Tecnologías de Información,False,J32,ESPECIALIDAD,6.0,5.5,11.5,9.0,4.0,5001271.0,3.0,108526225.0,33795770.0,147323266.0,1245210.0,4616484.0,6072060.0,5103252.0,4595688.0,4549344.0
MAMJ760102HDFRNV06,Javier Mares Menchaca,FIDEICOMISO FONDO NACIONAL DE HABITACIONES POPULARES,ESTATAL,Unidad de Servicios Tecnológicos,False,J32,ESPECIALIDAD,9.3,0.0,9.3,6.0,2.0,4374030.0,3.0,115705132.0,45297573.0,165376735.0,1502990.0,4447116.0,4278432.0,4758984.0,5221308.0,5532120.0
MAML790017MSNTNZ06,Lizbeth Matías Montero,INSTITUTO NACIONAL DE INFRAESTRUCTURA FÍSICA EDUCATIVA,ESTATAL,Unidad de Vinculación,False,17,MAESTRÍA,10.7,0.0,10.7,6.0,3.0,3137789.0,3.0,211075123.0,121946667.0,336159579.0,1822060.0,4321332.0,4826856.0,4157544.0,5359236.0,4551420.0
MAML790713MVZTLZ07,Luz Matos Melgar,COORDINACION NACIONAL DEL PROGRAMA DE DESARROLLO HUMANO OPORTUNIDADES,FEDERAL,Dirección General de Innovacion,False,N33,MAESTRÍA,5.8,5.5,11.3,6.0,3.0,2538340.0,1.0,5509510.0,1307666.0,9355516.0,265525.0,1097988.0,1009776.0,1279140.0,1150344.0,1144620.0
MAMM771006MSNLNN09,Manuela Malave Menéndez,"EL COLEGIO DE MEXICO, A.C.",ESTATAL,Unidad de Tecnologías de Información y Comunicaciones,False,22,MAESTRÍA,10.7,0.0,10.7,5.0,2.0,4248749.0,3.0,145084224.0,104074819.0,253407792.0,2123440.0,6715884.0,6718260.0,6916200.0,6414612.0,5959008.0
MAMP810504MSNCTT07,Patricio Macías Mota,FONDO DE GARANTIA Y FOMENTO PARA LAS ACTIVIDADES PESQUERAS,FEDERAL,Dirección General de Administración,False,22,ESPECIALIDAD,11.3,0.0,11.3,7.0,4.0,7117305.0,3.0,274247441.0,146402658.0,427767404.0,1729450.0,7048020.0,6693552.0,6674484.0,6729276.0,6216432.0
MAMS740201MSNDDL02,Saúl Madera Medrano,CENTRO DE INVESTIGACION EN MATERIALES AVANZADOS S.C.,MUNICIPAL,Unidad de Administración,False,A33,LICENCIATURA,11.1,0.0,11.1,0.0,0.0,0.0,1.0,412347.0,10832.0,423179.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
MAMV700114MPUCRR09,Verónica Macías Murillo,"FONATUR CONSTRUCTORA, S.A. DE C.V.",ESTATAL,Unidad de Administración,False,19,DOCTORADO,11.7,0.0,11.7,7.0,3.0,3441405.0,2.0,247494494.0,64150121.0,315086020.0,1841385.0,5603760.0,6044160.0,5443200.0,5999388.0,5108544.0
MAMV790505MAGSYN01,Vanessa Maestas Maya,SERVICIO GEOLOGICO MEXICANO,MUNICIPAL,Unidad de Administración,False,O32,LICENCIATURA,10.9,0.0,10.9,0.0,0.0,0.0,0.0,0.0,15307.0,15307.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
MANJ871011MVZRRN03,Juan Manuel Marroquín Noriega,SECRETARIA DE TURISMO,ESTATAL,Dirección General de Innovacion,False,N22,LICENCIATURA,5.1,4.6,9.7,4.0,1.0,710812.0,0.0,0.0,13643.0,724455.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
MANL801024HVZLZR06,Lourdes Malave Nazario,INSTITUTO DE SEGURIDAD SOCIAL PARA LAS FUERZAS ARMADAS MEXICANAS,FEDERAL,Dirección General de Innovacion,False,N34,MAESTRÍA,10.5,0.0,10.5,3.0,2.0,1391037.0,1.0,8826618.0,537960.0,10755615.0,267270.0,1242228.0,1139160.0,1402476.0,1217400.0,1121664.0
MANL841126MPUCÑS02,Luisa Macías Núñez,COMITÉ NACIONAL PARA EL DESARROLLO SUSTENTABLE DE LA CAÑA DE AZÚCAR,MUNICIPAL,Dirección General de Tecnologías de Información,False,J32,ESPECIALIDAD,6.2,3.9,10.1,8.0,5.0,8787750.0,2.0,90896501.0,116876194.0,216560445.0,1907855.0,4600788.0,5409612.0,5534328.0,4967712.0,5639112.0
MAOG770512HVZSRB05,Gabriel Maestas Osorio,INSTITUTO NACIONAL DE PEDIATRIA,ESTATAL,Dirección General de Vinculación,False,M34,LICENCIATURA,6.0,6.4,12.4,6.0,0.0,2782973.0,1.0,6574465.0,1581537.0,10938975.0,409025.0,1500876.0,1629120.0,1546656.0,1554384.0,1644828.0
MAOM870603HAGNRR04,María Teresa Manzanares Otero,INSTITUTO NACIONAL DE PEDIATRIA,ESTATAL,Unidad de Tecnologías de Información y Comunicaciones,False,22,MAESTRÍA,6.5,5.0,11.5,6.0,3.0,3243963.0,3.0,203212473.0,46142004.0,252598440.0,1922330.0,6438264.0,5919072.0,5567064.0,6712548.0,6516756.0
MAOY860925HSNTDR08,Yaretzi Matías Ordóñez,ADMINISTRACION PORTUARIA INTEGRAL DE COATZACOALCOS S.A. DE C.V.,FEDERAL,Dirección General de Vinculación,False,A33,LICENCIATURA,5.8,5.1,10.899999999999999,2.0,0.0,300522.0,0.0,0.0,25228.0,325750.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
MAPA710523HAGLNR08,Abraham Maldonado Pantoja,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DEL BAJIO,MUNICIPAL,Unidad de Asuntos Jurídicos,False,O32,LICENCIATURA,11.1,0.0,11.1,0.0,0.0,0.0,0.0,0.0,11968.0,11968.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
MAPC870422MSNNDT08,Catalina Manzanares Padilla,FONDO DE EMPRESAS EXPROPIADAS DEL SECTOR AZUCARERO,FEDERAL,Dirección General de Inteligencia,False,O32,LICENCIATURA,6.0,4.0,10.0,3.0,0.0,614055.0,1.0,324071.0,15191.0,953317.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
MAPE720722HAGGRundefined01,Eva Magaña Prieto,COMISION FEDERAL DE TELECOMUNICACIONES,FEDERAL,Dirección General de Administración,False,22,MAESTRÍA,11.3,0.0,11.3,5.0,4.0,5986837.0,2.0,91301292.0,44667505.0,141955634.0,2172585.0,7240200.0,6538428.0,6191784.0,6434220.0,6735468.0
MAPN851112HVZTRR01,Norma Mateo Prado,INSTITUTO NACIONAL DE INFRAESTRUCTURA FÍSICA EDUCATIVA,MUNICIPAL,Unidad de Administración,False,18,ESPECIALIDAD,6.8,5.4,12.2,6.0,2.0,4476769.0,2.0,182618502.0,44001731.0,231097002.0,1417750.0,5537484.0,4534956.0,4672500.0,5644500.0,5443428.0
MAPV740913HVZDÑN07,Vanessa Madrid Piña,XE-IPN CANAL 11,MUNICIPAL,Dirección General de Administración,False,22,MAESTRÍA,11.6,0.0,11.6,6.0,2.0,7366059.0,2.0,223813911.0,117361027.0,348540997.0,1821650.0,5503332.0,5732628.0,6708636.0,5550624.0,6648180.0
MAPV801106MDFDRL01,Valeria Madrigal Pérez,SECRETARIA DE LA DEFENSA NACIONAL,ESTATAL,Unidad de Administración,False,O32,LICENCIATURA,6.0,4.3,10.3,6.0,1.0,1232842.0,0.0,0.0,16512.0,1249354.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
MAPZ750622MVZLRundefined04,Zoe Malave Parra,CONSEJO NACIONAL DE EVALUACION DE LA POLITICA DE DESARROLLO SOCIAL,FEDERAL,Unidad de Asuntos Jurídicos,False,A33,LICENCIATURA,5.9,5.6,11.5,0.0,0.0,0.0,0.0,0.0,9879.0,9879.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
MAQL721119MVZSSR07,Lorena Maestas Quesada,COMISION PARA PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES,MUNICIPAL,Dirección General de Tecnologías de Información,False,M34,MAESTRÍA,6.2,4.4,10.600000000000001,4.0,0.0,1541232.0,1.0,1740156.0,1025570.0,4306958.0,346555.0,1591152.0,1536900.0,1508088.0,1693080.0,1573284.0
MAQÁ800825MSNRVG09,Ángela Marrero Quevedo,PROCURADURIA FEDERAL DE LA DEFENSA DEL TRABAJO,ESTATAL,Dirección General de Administración,False,M34,LICENCIATURA,12.6,0.0,12.6,6.0,0.0,2836144.0,1.0,3015100.0,649029.0,6500273.0,397995.0,1573368.0,1705308.0,1665960.0,1671696.0,1770864.0
MARA730816MAGDG 07,Ana María Madrid Regalado,COMISION NACIONAL DE SEGUROS Y FIANZAS,FEDERAL,Dirección General de Tecnologías de Información,False,O32,LICENCIATURA,10.8,0.0,10.8,0.0,0.0,0.0,0.0,0.0,9403.0,9403.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
MARA740209MDFSBD06,Andrés Mascareñas Robles,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE OAXACA,MUNICIPAL,Dirección General de Inteligencia,False,L32,DOCTORADO,5.7,3.9,9.6,7.0,3.0,4942052.0,3.0,160005749.0,41932446.0,206880247.0,1795780.0,5350584.0,4633536.0,4919760.0,4896540.0,5729940.0
MARC840924HAGDYR03,Cristian Madrid Roybal,SECRETARIADO EJECUTIVO DEL SISTEMA NACIONAL DE SEGURIDAD PUBLICA,ESTATAL,Unidad de Asuntos Jurídicos,False,22,ESPECIALIDAD,9.8,0.0,9.8,10.0,7.0,6765796.0,3.0,134497497.0,56906274.0,198169567.0,1980640.0,5664864.0,7152216.0,7244076.0,7123260.0,6361560.0
MARG800625MVZNBN04,Gonzalo Manzanares Robledo,INSTITUTO DE LOS MEXICANOS EN EL EXTERIOR,ESTATAL,Dirección General de Tecnologías de Información,False,O33,LICENCIATURA,5.2,4.1,9.3,0.0,0.0,0.0,1.0,346914.0,37464.0,384378.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
MARG900821HDFCVS05,Gustavo Macias Rivera,Sistema Nacional para el Desarrollo Integral de las Familias,FEDERAL,"Coodinación para la protección de Niñas, Niños y Adolescentes",False,L31,LICENCIATURA,3.0,0.0,3.0,3.0,0.0,1592000.0,0.0,0.0,0.0,1592000.0,,,,1598129.0,1631240.0,
MARI740721HAGDNR06,Iker Madera Rentería,INSTITUTO MEXICANO DE CINEMATOGRAFIA,ESTATAL,Unidad de Asuntos Jurídicos,False,A33,LICENCIATURA,6.1,6.1,12.2,0.0,0.0,0.0,0.0,0.0,42042.0,42042.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
MARJ700508MVZDLR05,Jorge Luis Madrigal Rolón,EXPORTADORA DE SAL S.A.DE C.V.,MUNICIPAL,Unidad de Tecnologías de Información y Comunicaciones,False,18,MAESTRÍA,6.0,4.7,10.7,7.0,4.0,5058015.0,2.0,117473568.0,119011123.0,241542706.0,1684395.0,4905780.0,5664564.0,5558856.0,4875300.0,5805420.0
MARJ710215MAGDYN08,Juan Madera Reyes,FIDEICOMISO PARA LA CINETECA NACIONAL,ESTATAL,Dirección General de Tecnologías de Información,False,17,ESPECIALIDAD,12.1,0.0,12.1,7.0,3.0,4512408.0,3.0,131784586.0,70113408.0,206410402.0,1454975.0,4980528.0,5467392.0,5039208.0,4657488.0,5090604.0
MARJ850005MSNLSS06,José Antonio Maldonado Reséndez,FONDO DE INFORMACION Y DOCUMENTACION PARA LA INDUSTRIA,MUNICIPAL,Unidad de Servicios Tecnológicos,False,M34,LICENCIATURA,11.0,0.0,11.0,3.0,0.0,1308988.0,1.0,9520013.0,546824.0,11375825.0,420285.0,1578924.0,1580700.0,1748928.0,1631976.0,1720320.0
MARL881109HDFRDS08,Luis Miguel Marrero Rodrígez,SERVICIOS A LA NAVEGACION EN EL ESPACIO AEREO MEXICANO,MUNICIPAL,Dirección General de Tecnologías de Información,False,O33,LICENCIATURA,11.5,0.0,11.5,0.0,0.0,0.0,0.0,0.0,20735.0,20735.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
MARM860722HSNRVN01,Manuela Marroquín Rivera,ADMINISTRACION FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,MUNICIPAL,Dirección General de Vinculación,False,N22,LICENCIATURA,5.4,5.0,10.4,0.0,0.0,0.0,0.0,0.0,20087.0,20087.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
MARO871025HSNNST09,Octavio Manzanares Reséndez,SOCIEDAD HIPOTECARIA FEDERAL S.N.C.,ESTATAL,Dirección General de Tecnologías de Información,False,J32,MAESTRÍA,6.1,4.4,10.5,7.0,2.0,3381735.0,3.0,201924142.0,36057953.0,241363830.0,1813805.0,5289420.0,5769972.0,4937064.0,5557308.0,6123636.0
MARR790605HPUTYD03,Rodrigo Matías Reynoso,CONSEJO NACIONAL PARA LA CULTURA Y LAS ARTES,MUNICIPAL,Dirección General de Vinculación,False,N33,LICENCIATURA,5.3,5.5,10.8,3.0,1.0,1390949.0,1.0,2103201.0,1253703.0,4747853.0,272400.0,1171860.0,1079532.0,1169616.0,1128900.0,1183236.0
MASA720406HPUTRundefined02,Ana Mata Sierra,CENTRO NACIONAL DE TRASPLANTES,MUNICIPAL,Dirección General de Administración,False,O33,LICENCIATURA,5.4,4.6,10.0,0.0,0.0,0.0,1.0,744581.0,11618.0,756199.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
MASA750116MPUYLR06,Adriana Mayorga Solorzano,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,MUNICIPAL,Dirección General de Vinculación,False,22,ESPECIALIDAD,9.9,0.0,9.9,5.0,2.0,4579556.0,3.0,359019821.0,53865347.0,417464724.0,1829985.0,6324336.0,7168968.0,7084488.0,6707988.0,7055412.0
MASA790516MAGRRJ03,Alejandra Marrero Sarabia,COMISION NACIONAL DE LAS ZONAS ARIDAS,FEDERAL,Dirección General de Administración,False,O33,LICENCIATURA,10.0,0.0,10.0,5.0,1.0,1395161.0,1.0,1636261.0,11030.0,3042452.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
MASA800101HDFNLB06,Alberto Manzanares Solorio,COMISION NACIONAL DE ARBITRAJE MEDICO,FEDERAL,Unidad de Administración,False,A33,LICENCIATURA,6.6,4.4,11.0,4.0,0.0,802707.0,1.0,1573612.0,33036.0,2409355.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
