"curp_funcionario","r_70-2010_LUJO_TOTAL","r_70-2010_NO LUJO_TOTAL","r_2010-2015_LUJO_TOTAL","r_2010-2015_NO LUJO_TOTAL","r_2015-2020_LUJO_TOTAL","r_2015-2020_NO LUJO_TOTAL","r_70-2010_LUJO_VALOR","r_70-2010_NO LUJO_VALOR","r_2010-2015_LUJO_VALOR","r_2010-2015_NO LUJO_VALOR","r_2015-2020_LUJO_VALOR","r_2015-2020_NO LUJO_VALOR"
"MEMM700309HAGDNL03",1,NA,3,5,NA,NA,583695,NA,3033782,3243846,NA,NA
"MÉMR801002MAGNNS01",NA,3,NA,NA,NA,NA,NA,375872,NA,NA,NA,NA
"MEMS760307HPUNCR04",1,1,2,1,1,NA,626344,736669,2696014,664404,559988,NA
"MENE820423HAGDÑT09",1,3,NA,1,NA,NA,415193,1480494,NA,391038,NA,NA
"MENF770404MDFJTR09",NA,4,NA,NA,NA,NA,NA,689125,NA,NA,NA,NA
"MENL870406MDFJRR04",1,1,NA,2,NA,NA,581032,499817,NA,826162,NA,NA
"MEÑN760614MAGLÑT03",NA,3,NA,NA,NA,NA,NA,1165691,NA,NA,NA,NA
"MEOD760106HVZLVL03",NA,3,NA,NA,NA,NA,NA,1513296,NA,NA,NA,NA
"MEOF820202MAGRNL03",NA,4,NA,1,NA,NA,NA,1681206,NA,392094,NA,NA
"MEOL750124MAGLNC02",NA,1,NA,2,NA,NA,NA,574855,NA,772896,NA,NA
"MEPE880610MDFDDL08",NA,1,1,2,1,1,NA,574327,3100000,1356999,627282,484836
"MEPM710826HAGNRR06",1,NA,3,5,NA,NA,430706,NA,2912743,2710540,NA,NA
"MEPN891109HVZDZT02",NA,4,NA,NA,NA,NA,NA,536954,NA,NA,NA,NA
"MEPT710306HDFNLR02",NA,2,NA,1,NA,NA,NA,906587,NA,425563,NA,NA
"MÉPZ710413MAGNRundefined01",NA,4,NA,NA,NA,1,NA,1854073,NA,NA,NA,461599
"MERE720320MPUSSP07",3,NA,1,1,NA,NA,2244241,NA,664999,510379,NA,NA
"MERE880717MSNDNR04",3,3,NA,NA,NA,NA,666348,511377,NA,NA,NA,NA
"MERM780805MAGZSN04",1,2,NA,1,NA,NA,340454,758502,NA,559866,NA,NA
"MÉRR810013HDFNMG08",1,NA,NA,3,NA,NA,1100000,NA,NA,2196240,NA,NA
"MERS880314MAGRJR02",1,NA,1,3,NA,NA,769263,NA,3100000,1883960,NA,NA
"MERV701008MVZNYR06",NA,3,NA,1,NA,NA,NA,1461694,NA,328122,NA,NA
"MERV751110HDFDCN06",NA,3,NA,NA,NA,NA,NA,695386,NA,NA,NA,NA
"MESB820807HSNDLT09",1,NA,1,3,NA,1,402555,NA,0,2201197,NA,702119
"MESD831120MAGDRM01",NA,2,NA,NA,NA,1,NA,851544,NA,NA,NA,309032
"MESE791108HSNDLZ04",NA,1,NA,3,NA,1,NA,415498,NA,1360155,NA,318250
"MESG730211HAGJLL06",NA,1,3,6,NA,NA,NA,585251,4157563,3835833,NA,NA
"MESJ870504MAGDSR03",1,1,3,2,NA,1,1100000,522892,1447210,817195,NA,594470
"MESM750023MSNSRL08",NA,6,NA,NA,NA,NA,NA,1278884,NA,NA,NA,NA
"MESS830803HDFRRR03",NA,NA,4,3,NA,NA,NA,NA,1630119,1452080,NA,NA
"MÉTA810020MDFNJC04",NA,1,NA,3,NA,1,NA,591071,NA,1155615,NA,386980
"METT790906HSNDVD09",1,NA,2,3,NA,NA,687170,NA,3721892,1736909,NA,NA
"METV760421HVZDJC04",1,3,NA,NA,NA,NA,97221,467107,NA,NA,NA,NA
"MEUE810115MSNNÑS04",2,3,NA,NA,NA,NA,335041,720222,NA,NA,NA,NA
"MEUJ890608HVZNRR01",NA,6,NA,NA,NA,NA,NA,1351322,NA,NA,NA,NA
"MEUM720426HDFNRT09",1,NA,3,4,NA,NA,577663,NA,5568588,2495174,NA,NA
"MEVA730710HAGSLB03",1,NA,4,5,NA,NA,436661,NA,3818524,2709437,NA,NA
"MEVA760014HVZNSD06",NA,4,NA,1,NA,NA,NA,1776913,NA,371687,NA,NA
"MEVB880808HAGZLR04",1,4,NA,NA,NA,NA,41227,576189,NA,NA,NA,NA
"MEVD701122HVZDRL05",2,NA,1,3,1,NA,1585043,NA,392270,1870438,590801,NA
"MEVE711017HVZSLL08",NA,2,NA,1,NA,NA,NA,871527,NA,300404,NA,NA
"MEVS800022HSNZLL06",1,5,NA,NA,NA,NA,339324,633871,NA,NA,NA,NA
"MEYB790316MDFJÑR08",NA,4,NA,NA,NA,NA,NA,967447,NA,NA,NA,NA
"MEYM740513MVZNNY02",NA,2,NA,1,NA,1,NA,915366,NA,444662,NA,327926
"MEYR830116HAGNÑD04",NA,NA,3,1,NA,1,NA,NA,4359758,598881,NA,389065
"MEZA870226MDFZPT09",NA,2,2,2,1,1,NA,1461231,4738270,1261548,392492,406412
"MIAA720008MAGRNX02",NA,NA,2,2,1,1,NA,NA,2786849,1017370,706274,607760
"MIAA810117MAGRSB04",2,NA,2,2,2,NA,1625899,NA,1198029,1178818,1232364,NA
"MIAJ780902MPURMS07",1,1,1,1,NA,NA,1100000,743691,727106,586126,NA,NA
"MIAR830607HDFRDB06",NA,4,NA,NA,NA,NA,NA,1609001,NA,NA,NA,NA
"MIBA770225MPURRT06",NA,3,NA,1,NA,NA,NA,1152643,NA,548881,NA,NA
"MICI860817HVZRSS07",NA,5,NA,3,NA,NA,NA,1787122,NA,1483485,NA,NA
"MICL750125MDFRLL01",1,2,NA,NA,NA,NA,564392,957911,NA,NA,NA,NA
"MIDM790723MAGR R08",NA,NA,3,2,1,NA,NA,NA,3211033,1185276,558957,NA
"MIER761013HDFRTB04",NA,NA,5,3,NA,NA,NA,NA,4446280,1852531,NA,NA
"MIHG891021HSNRXS01",NA,2,1,3,NA,NA,NA,1084514,368560,1462511,NA,NA
"MIKS801117MPURRL08",1,1,2,NA,NA,2,409210,577094,3482394,NA,NA,937869
"MIMD840411MVZRRL01",NA,NA,3,2,1,2,NA,NA,3103102,1334283,778697,1177782
"MIMJ730209HDFRRN06",NA,NA,5,2,NA,NA,NA,NA,2368252,1231519,NA,NA
"MIMS891007HAGRSN08",NA,1,NA,NA,NA,NA,NA,422660,NA,NA,NA,NA
"MIOJ750321MDFRTQ03",NA,1,NA,3,NA,NA,NA,469421,NA,1148932,NA,NA
"MIPJ790302MVZRÑN04",NA,6,NA,NA,NA,NA,NA,951825,NA,NA,NA,NA
"MISF840524MPURGR06",NA,3,NA,1,NA,1,NA,1192569,NA,425512,NA,396400
"MISF850316MPURTD09",NA,1,4,1,1,NA,NA,581813,3866300,457650,386162,NA
"MISR760306HAGRLN04",1,1,2,3,NA,1,1100000,636777,1108293,2023403,NA,706818
"MITT830627HAGRJD02",1,3,NA,NA,NA,1,448190,1600469,NA,NA,NA,476223
"MIVX840417HSNRGM02",2,1,3,1,NA,NA,1127478,612744,2735048,590361,NA,NA
"MOÁA700717HVZRLN07",1,4,NA,NA,NA,NA,324230,685719,NA,NA,NA,NA
"MOAA880304HVZYYT06",2,NA,NA,3,NA,NA,1877199,NA,NA,1639629,NA,NA
"MOAB890509MDFNMR08",NA,NA,3,2,1,1,NA,NA,5148102,1151234,500855,606997
"MOAE760924MPURJR03",NA,3,NA,2,NA,NA,NA,1698312,NA,806172,NA,NA
"MOAE840414MSNRCundefined05",NA,NA,1,4,NA,2,NA,NA,2e+06,2791581,NA,1075296
"MOÁF820320HSNRLR08",NA,4,NA,NA,NA,NA,NA,702600,NA,NA,NA,NA
"MOAG740524MPUNNS05",NA,1,1,1,NA,1,NA,705253,4200000,623048,NA,543896
"MOAG780402HVZNYR09",NA,NA,3,4,NA,1,NA,NA,4404216,2164380,NA,526757
"MOAG790227HSNRMN07",NA,5,NA,1,NA,NA,NA,2009702,NA,572946,NA,NA
"MOAJ840103MPUNNR01",NA,1,2,2,NA,NA,NA,422982,699779,1197188,NA,NA
"MOAL830619MVZJNZ08",NA,4,NA,NA,NA,NA,NA,1806018,NA,NA,NA,NA
"MOAM890816HPUNMN05",1,2,NA,1,NA,NA,573262,1077064,NA,549379,NA,NA
"MOAV850302HPUNCC07",2,4,NA,NA,NA,NA,415785,883593,NA,NA,NA,NA
"MOBA880822HAGNRD09",NA,NA,3,4,NA,NA,NA,NA,2959082,2754619,NA,NA
"MOBE760714HVZNRL05",NA,2,2,3,1,NA,NA,1201375,2180580,1807247,706723,NA
"MOBF790102HAGNLR03",NA,3,NA,1,NA,NA,NA,1187838,NA,392775,NA,NA
"MOBG720019HPUNTL08",NA,NA,3,4,NA,NA,NA,NA,4190369,2010561,NA,NA
"MOBM830715HSNNNR05",NA,5,NA,NA,NA,NA,NA,901868,NA,NA,NA,NA
"MOBV850701MAGRNC05",1,5,NA,NA,NA,NA,346825,1104912,NA,NA,NA,NA
"MOCA780012MPUNRN09",NA,2,1,NA,NA,NA,NA,980391,321748,NA,NA,NA
"MOCA800418MPUNND09",NA,2,1,2,NA,NA,NA,944453,573212,738604,NA,NA
"MOCA830907MVZYPM08",1,3,NA,NA,NA,NA,111060,640591,NA,NA,NA,NA
"MOCB780213MSNNHR07",1,NA,2,2,1,NA,422446,NA,4867149,878687,757698,NA
"MOCB861117MSNNRR08",2,NA,3,2,NA,1,1071885,NA,1331636,1210115,NA,577321
"MOCC860408MDFNRS08",NA,1,2,3,NA,1,NA,425601,2654350,1820400,NA,638227
"MOCD860910MVZNSV01",2,3,NA,2,NA,1,776922,1087430,NA,1058267,NA,397795
"MOCF770618MVZNMT09",1,4,NA,NA,NA,NA,248268,750386,NA,NA,NA,NA
"MOCH700911MVZNRM05",NA,4,NA,NA,NA,NA,NA,1662401,NA,NA,NA,NA
"MOCJ840118MDFRRL05",NA,3,NA,2,NA,NA,NA,1166039,NA,1146599,NA,NA
"MOCJ850120HDFNSN03",NA,4,NA,1,NA,NA,NA,1772917,NA,327623,NA,NA
"MOCL700716MAGNRS01",NA,1,NA,3,1,NA,NA,484849,NA,1425017,422144,NA
"MOCL720727MSNNZC01",NA,2,NA,1,NA,2,NA,729553,NA,540448,NA,764629
"MOCL760824MPUNRS02",NA,NA,2,3,1,2,NA,NA,3677485,1872496,773396,1097651
"MOCM800612MSNNRT08",NA,2,NA,2,NA,NA,NA,882592,NA,1185561,NA,NA
"MOCM820801HDFYRR06",2,NA,3,3,2,NA,1435654,NA,4433958,1834453,1012583,NA
"MOCR760405MSNNSQ04",NA,1,5,2,NA,1,NA,589005,4810937,1192557,NA,725452
"MOCT730823HPUNRM02",2,3,NA,NA,NA,NA,352908,200355,NA,NA,NA,NA
"MOCT781108MAGNSD04",NA,4,NA,3,NA,NA,NA,1987226,NA,1223872,NA,NA
"MODE830306MVZRLN03",1,1,3,2,NA,1,399302,584049,3027427,987791,NA,759853
"MODL700202HSNJMS03",1,NA,1,2,NA,NA,638366,NA,4200000,1013923,NA,NA
"MODL770705HAGTLR04",NA,NA,4,NA,NA,1,NA,NA,5987752,NA,NA,638886
"MODÓ740626MSNNVC04",1,NA,3,2,NA,1,462942,NA,1051557,1400112,NA,694049
"MOEA860404HDFYCR01",NA,4,NA,1,NA,NA,NA,1405170,NA,531595,NA,NA
"MOED700208MDFRTN02",2,NA,2,4,NA,NA,1209988,NA,4700297,2046734,NA,NA
"MOER791103MPUNHF05",NA,1,NA,2,NA,NA,NA,367816,NA,999250,NA,NA
"MOFM841009MSNNLR05",NA,2,1,1,NA,2,NA,1219782,1700000,717413,NA,1464987
"MOGA830320MVZRDX04",NA,7,NA,1,NA,NA,NA,3040418,NA,447863,NA,NA
"MOGE740512MPUNZL09",NA,5,NA,NA,NA,NA,NA,1040612,NA,NA,NA,NA
"MOGE750102MDFNZS06",NA,4,NA,NA,NA,NA,NA,1947887,NA,NA,NA,NA
"MOGR800227HVZRYD01",NA,NA,2,3,NA,2,NA,NA,4745622,2065574,NA,971773
"MOHA850622HPUNRL05",1,1,NA,NA,NA,NA,322297,141813,NA,NA,NA,NA
"MOKE721116HDFNRC01",NA,5,NA,NA,NA,NA,NA,724134,NA,NA,NA,NA
"MOKL740925HVZNRR04",1,1,1,3,NA,1,546519,780367,2e+06,1789720,NA,664228
"MOKS730112MVZTRL03",NA,1,NA,2,NA,NA,NA,429158,NA,705711,NA,NA
"MOLA731020HAGNNC07",NA,5,1,NA,NA,NA,NA,2673080,534056,NA,NA,NA
"MOLJ711016MPUNBR07",NA,4,NA,NA,NA,NA,NA,2048195,NA,NA,NA,NA
"MOLJ811009HVZNYS05",NA,5,NA,NA,NA,NA,NA,2289256,NA,NA,NA,NA
"MOLM740013MAGNYR02",NA,1,4,1,1,2,NA,616227,3291336,712876,576889,1367828
"MOLR840523HPUNRQ05",NA,1,2,3,NA,NA,NA,594771,532724,1559548,NA,NA
"MOLS740621MSNNBL06",NA,NA,3,4,NA,NA,NA,NA,4100885,2433896,NA,NA
"MOLX830015MDFNZM09",NA,5,NA,NA,NA,NA,NA,1900530,NA,NA,NA,NA
"MOMA700514HDFJTF06",NA,NA,2,3,1,NA,NA,NA,387757,1950468,613694,NA
"MOMA720621HSNNRL06",1,4,NA,NA,NA,NA,320724,928050,NA,NA,NA,NA
"MOMA850406HDFNRD09",NA,4,NA,NA,NA,NA,NA,1731575,NA,NA,NA,NA
"MOMJ871118MSNRGV02",2,3,NA,1,NA,1,818317,1151631,NA,592321,NA,599106
"MOML780703MDFTLS04",1,1,2,4,NA,1,543734,508640,4764083,2295761,NA,398521
"MOMM730227HDFTNR08",1,2,NA,2,NA,NA,441926,746055,NA,838066,NA,NA
"MOMM761008MVZYNN05",NA,3,NA,2,NA,NA,NA,1379694,NA,821599,NA,NA
"MOMM770625HAGNDN09",1,3,NA,2,NA,NA,497181,1175099,NA,860707,NA,NA
"MOMM870220HDFRNL01",NA,2,5,1,NA,1,NA,1107289,4657444,544475,NA,544642
"MOMM880803HSNNRR09",NA,NA,NA,1,NA,3,NA,NA,NA,513973,NA,1193485
"MOMS830302HPURNL07",NA,NA,2,2,1,1,NA,NA,4599521,1514939,712852,669720
"MOMV710214HPUNNC08",NA,NA,NA,3,NA,NA,NA,NA,NA,1298549,NA,NA
"MONE750717MVZRRT06",NA,3,NA,1,NA,NA,NA,1500887,NA,396768,NA,NA
"MONP760927HVZRVL07",NA,NA,2,3,NA,1,NA,NA,405044,1629709,NA,488640
"MONS800909MVZRVN03",NA,6,NA,NA,NA,NA,NA,1395618,NA,NA,NA,NA
"MOÑV790506HPUNÑC08",NA,2,NA,3,NA,NA,NA,812072,NA,1410682,NA,NA
"MOOG780118MAGTNB02",NA,1,2,3,NA,2,NA,671540,2425950,1514722,NA,858899
"MOOJ740111MSNNVR04",1,3,NA,NA,NA,NA,253307,583574,NA,NA,NA,NA
"MOOJ750818MDFRNQ08",1,7,NA,NA,NA,NA,95650,1292013,NA,NA,NA,NA
"MOPE771011MPUNBP01",1,4,NA,NA,NA,NA,394028,1592112,NA,NA,NA,NA
"MOPL770901HSNNRN02",NA,1,2,NA,NA,1,NA,386649,3763272,NA,NA,575102
"MOPÓ841022HAGNRC07",NA,3,NA,1,NA,NA,NA,1563735,NA,315684,NA,NA
"MOPS740913MAGNNR03",NA,4,NA,1,NA,1,NA,1668786,NA,420224,NA,513194
"MORÁ850201HPUTSG08",NA,NA,3,5,NA,NA,NA,NA,1330033,3140069,NA,NA
"MORF710723HAGNNR09",1,2,NA,2,NA,1,334180,997515,NA,922857,NA,301987
"MORJ760608HSNNJL08",NA,3,NA,NA,NA,NA,NA,711606,NA,NA,NA,NA
"MORJ800506HSNNMN09",NA,NA,2,3,1,NA,NA,NA,2282762,1586101,659018,NA
"MORM780213MAGNJT01",1,3,NA,NA,NA,NA,514019,1599479,NA,NA,NA,NA
"MORM780402HVZNSX01",1,2,NA,2,NA,NA,542051,761579,NA,957753,NA,NA
"MORR760727MSNNSS07",NA,1,NA,2,NA,NA,NA,345995,NA,841698,NA,NA
"MORT870220HPUNGD04",1,2,NA,NA,NA,NA,345346,1022533,NA,NA,NA,NA
"MOSE750406HVZNRT01",NA,NA,1,1,NA,1,NA,NA,0,432265,NA,480077
"MOSE791015MSNRNL06",NA,4,NA,NA,NA,NA,NA,582335,NA,NA,NA,NA
"MOSE840622HSNRRR07",NA,2,NA,2,NA,NA,NA,784090,NA,982031,NA,NA
"MOSF700922MVZRGT03",NA,NA,3,2,NA,NA,NA,NA,2869524,1307724,NA,NA
"MOSJ800715MVZYLS06",NA,5,NA,NA,NA,NA,NA,2645388,NA,NA,NA,NA
"MOSM730904MSNNCT07",NA,NA,2,4,NA,1,NA,NA,3767184,2893329,NA,438091
"MOSM820809HDFNNX05",1,5,NA,NA,NA,NA,325277,880137,NA,NA,NA,NA
"MOSM830626MDFNSR02",NA,5,NA,1,NA,NA,NA,2369095,NA,389236,NA,NA
"MOSV890907MPUNDC09",NA,2,NA,1,NA,NA,NA,886863,NA,438935,NA,NA
"MOTC870907MVZNRR08",NA,3,NA,2,NA,NA,NA,1582525,NA,1083164,NA,NA
"MOUI700607HSNNBN02",1,5,NA,NA,NA,NA,391273,1956185,NA,NA,NA,NA
"MOUT700810HAGNBR05",1,NA,4,2,1,NA,713232,NA,3501458,1481123,496398,NA
"MOUV840713MSNNBC04",1,4,NA,NA,NA,NA,154424,759192,NA,NA,NA,NA
"MOVB700205MSNNRT06",1,1,2,3,1,NA,587832,442208,2703582,2315066,685160,NA
"MOVC760706MVZNLR05",NA,7,NA,NA,NA,NA,NA,1156423,NA,NA,NA,NA
"MOVE860622HSNNLL09",NA,1,6,1,NA,NA,NA,622285,2751578,412265,NA,NA
"MOVJ880019MDFNLM04",NA,4,NA,NA,NA,NA,NA,430283,NA,NA,NA,NA
"MOXK880019MSNNNV05",NA,4,NA,NA,NA,NA,NA,707597,NA,NA,NA,NA
"MOZA760409MVZNM 05",NA,2,NA,NA,NA,NA,NA,429486,NA,NA,NA,NA
"MOZA830921MSNNMC06",NA,1,3,1,NA,NA,NA,705434,4236614,650160,NA,NA
"MOZJ881006HVZNMM03",NA,4,NA,1,NA,NA,NA,2249941,NA,385186,NA,NA
"MOZL820925HSNNPR08",NA,NA,2,2,1,NA,NA,NA,2457222,974887,720873,NA
"MOZP701013MSNLPT09",1,2,NA,1,1,NA,1100000,1146215,NA,533846,631368,NA
"MUAI820724MSNRRC03",NA,NA,1,3,NA,2,NA,NA,1700000,1502806,NA,1120871
"MUAM720409MDFÑCR01",1,1,3,2,1,NA,685788,418692,5177196,1278946,676732,NA
"MUBG740006HVZRTB01",1,4,NA,NA,1,NA,597519,1827920,NA,NA,557120,NA
"MUBR750601MDFÑRB06",NA,6,NA,NA,NA,NA,NA,1491716,NA,NA,NA,NA
"MUBR760305HVZNTS02",NA,2,NA,1,NA,NA,NA,1046088,NA,579634,NA,NA
"MUCC820912HDFRRR03",1,1,2,2,NA,2,579211,692363,2407292,1389983,NA,1288334
"MUCE731116MDFÑHZ07",1,4,NA,NA,NA,NA,340605,677800,NA,NA,NA,NA
"MUCO820916HAGRLT06",NA,2,NA,3,NA,1,NA,937920,NA,1245187,NA,373475
"MUFD731017MVZÑLG06",NA,5,NA,NA,NA,NA,NA,989735,NA,NA,NA,NA
"MUFM710015HSNÑLR01",1,4,NA,2,NA,NA,536324,2070349,NA,757757,NA,NA
"MUGB720627MSNRLL03",NA,5,NA,NA,NA,1,NA,2213087,NA,NA,NA,392655
"MUGN851101MAGRTC07",NA,3,NA,1,NA,1,NA,1496581,NA,470299,NA,545756
"MUHT741105MDFNLD06",NA,NA,2,1,1,NA,NA,NA,2423505,599845,633254,NA
"MUKM730212HSNRMR09",NA,1,3,3,NA,1,NA,627839,5202134,1888301,NA,636230
"MULL790123HDFRVR03",1,4,NA,NA,NA,NA,77609,697767,NA,NA,NA,NA
"MUMI870919HAGNRN05",NA,4,NA,1,NA,NA,NA,1580467,NA,528145,NA,NA
"MUMJ730708MPUNNS09",NA,2,NA,1,NA,NA,NA,963547,NA,495175,NA,NA
"MUNC760226MDFÑÑR07",NA,5,NA,NA,NA,NA,NA,949911,NA,NA,NA,NA
"MUNC810326MDFRVR03",NA,5,NA,NA,NA,NA,NA,1238367,NA,NA,NA,NA
"MUPH740006MPUNCM03",NA,5,NA,NA,NA,NA,NA,957956,NA,NA,NA,NA
"MUSM880027HVZRLR03",1,1,1,2,NA,NA,1100000,466474,541600,1015573,NA,NA
"MUSS760610HDFÑNL09",NA,6,NA,NA,NA,NA,NA,1267141,NA,NA,NA,NA
"MUVL740524MVZÑLS08",1,6,NA,NA,NA,NA,295488,1045984,NA,NA,NA,NA
"MUVL860408HDFNLZ05",1,NA,1,1,NA,1,1100000,NA,542618,786616,NA,784003
"MUVR750805MAGNLN04",1,5,NA,NA,NA,NA,146120,998836,NA,NA,NA,NA
"MUVV771127MDFÑLC01",NA,4,NA,1,NA,NA,NA,1438996,NA,563934,NA,NA
"MUYF780914MSNRNR01",1,NA,1,2,NA,1,1100000,NA,541271,1243142,NA,772426
"MUZC810627MDFÑPR02",1,4,NA,NA,NA,NA,342794,746838,NA,NA,NA,NA
"NAAA781113HVZVVT02",NA,3,NA,1,NA,NA,NA,1156099,NA,567941,NA,NA
"NAAL880722HPUVVR09",NA,2,4,NA,NA,NA,NA,1098673,4845204,NA,NA,NA
"NAAR870926HDFVRM04",NA,7,NA,NA,NA,NA,NA,759437,NA,NA,NA,NA
"NABA830402MAGVLS04",1,3,NA,1,NA,NA,582817,1355359,NA,316893,NA,NA
"NÁBF800925HVZJRR02",NA,3,NA,1,NA,1,NA,1280413,NA,377028,NA,456025
"NABS720211HVZRRL06",1,1,NA,NA,NA,NA,221476,187194,NA,NA,NA,NA
"NÁCL770110HDFJRL02",NA,3,1,1,NA,NA,NA,1218347,576796,531479,NA,NA
"NACM740504HDFVBR01",1,2,NA,2,NA,NA,301274,1039541,NA,1009677,NA,NA
"NACR790004MVZVRS06",NA,2,NA,3,NA,NA,NA,911563,NA,1114328,NA,NA
"NÁCS891111MSNJBN03",NA,4,NA,NA,NA,NA,NA,562464,NA,NA,NA,NA
"ÑACY720312MSNÑRR06",1,2,NA,NA,NA,NA,91199,282350,NA,NA,NA,NA
"NADC860106HPURVT06",NA,1,3,1,1,NA,NA,462663,2930033,429788,736232,NA
"ÑADF840827HDFÑLL08",NA,3,1,1,NA,NA,NA,1636540,386870,467276,NA,NA
"NAGI820122HVZVVN02",1,1,NA,2,NA,2,1100000,603819,NA,1097784,NA,1073464
"NAGJ750027HSNVRS09",NA,3,NA,NA,NA,NA,NA,254134,NA,NA,NA,NA
"NAKD750220HDFRNR01",NA,2,NA,2,NA,NA,NA,875947,NA,766774,NA,NA
"NAKG810014MSNVNR04",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,342776
"NALM840122HDFRRR01",1,1,1,3,1,NA,421379,757740,2e+06,1959574,395339,NA
"NALM880908HDFZVR06",NA,3,NA,1,NA,1,NA,1635966,NA,359908,NA,465846
"NAMD751108MDFRÑM07",NA,NA,1,4,NA,NA,NA,NA,3100000,2625819,NA,NA
"NAMJ840820HDFRLN04",NA,NA,1,5,NA,1,NA,NA,4200000,2587879,NA,682807
"NAML880117MDFVNR08",1,NA,1,2,NA,1,553564,NA,391086,891401,NA,403953
"NANA890719MVZRRL08",NA,1,4,1,NA,1,NA,647020,1710567,724621,NA,450566
"NAOA750211MVZVND01",NA,NA,3,2,NA,NA,NA,NA,4265495,945517,NA,NA
"NAOD831011HDFRRN05",NA,3,NA,2,NA,NA,NA,1443345,NA,1072473,NA,NA
"NÁRA770221HDFJQN02",NA,3,NA,1,NA,NA,NA,1157797,NA,512296,NA,NA
"NÁRC840624HSNJYN09",1,3,NA,NA,NA,NA,412849,1425729,NA,NA,NA,NA
"NÁSH880027HAGJLR04",1,2,NA,2,NA,NA,396320,1062490,NA,859836,NA,NA
"NASL770404HAGZRS08",2,NA,2,2,1,NA,1449000,NA,2420616,1240641,679537,NA
"NÁSP860211HDFJRT05",NA,1,4,1,1,NA,NA,723259,4107827,571942,662981,NA
"NASR820809HSNVCB04",1,3,NA,NA,NA,NA,54534,473170,NA,NA,NA,NA
"NATV821121HVZRLL05",1,1,2,2,NA,1,464480,449482,2380180,1018814,NA,416605
"ÑAUM890715HAGÑRR09",1,4,NA,1,NA,NA,581450,1843603,NA,501907,NA,NA
"NAVM700226HVZRLY07",1,NA,2,2,1,NA,1100000,NA,982652,1219226,472200,NA
"NAVS810313HPURLN07",2,3,NA,NA,1,NA,888942,1249369,NA,NA,366503,NA
"NAZA720105HPURVN07",NA,5,NA,NA,NA,NA,NA,2233103,NA,NA,NA,NA
"NECN810611HAGGBC08",NA,3,NA,1,NA,1,NA,1495207,NA,479095,NA,565891
"NEEG790417MAGVCL08",NA,NA,2,2,NA,NA,NA,NA,615675,1422903,NA,NA
"NEEM750324MDFVCR06",NA,4,NA,NA,NA,NA,NA,1049179,NA,NA,NA,NA
"NEGM770419HPUVDG06",NA,2,NA,2,NA,NA,NA,998933,NA,788163,NA,NA
"NEGP740723MDFGLD07",1,3,NA,2,NA,NA,454249,1435739,NA,783184,NA,NA
"NEGX890007HDFVLM02",NA,4,NA,NA,NA,NA,NA,883339,NA,NA,NA,NA
"NEHE891123HSNGNL05",1,6,NA,NA,NA,NA,48657,689088,NA,NA,NA,NA
"NELA860212HPUGMS02",2,3,NA,NA,NA,NA,562612,371341,NA,NA,NA,NA
"NELA860710HSNGBM04",3,1,NA,NA,NA,NA,499933,42627,NA,NA,NA,NA
"NELM890501HAGGMR04",3,3,NA,2,NA,NA,1261442,1404438,NA,765716,NA,NA
"NEMM810116MAGGNR09",NA,2,NA,1,NA,NA,NA,1087845,NA,327078,NA,NA
"NEOP880218HAGGTB07",NA,1,NA,2,NA,NA,NA,409067,NA,1015164,NA,NA
"NEPM710401MSNGCR08",1,3,NA,NA,NA,NA,396473,1516987,NA,NA,NA,NA
"NEPN710108HDFVLC03",NA,2,2,2,NA,NA,NA,1067211,2088011,1132635,NA,NA
"NESC861108HPUVVM07",NA,1,3,3,NA,NA,NA,415915,3119594,1368645,NA,NA
"NEVE810418MPUVLZ04",NA,3,NA,1,NA,NA,NA,1631682,NA,420492,NA,NA
"NIAC760602MAGTSR05",NA,1,2,2,1,NA,NA,403910,2721326,1179894,597212,NA
"NIAG820201MPUVNR02",NA,1,NA,1,NA,NA,NA,447364,NA,409663,NA,NA
"NIEL870719HAGVTS02",NA,2,NA,NA,NA,NA,NA,324149,NA,NA,NA,NA
"NIKL870605HPUTDS01",NA,2,NA,2,NA,1,NA,923020,NA,1038179,NA,459374
"NILA770822MDFÑNN09",2,2,3,1,NA,NA,1883756,1064174,1690023,798315,NA,NA
"NILC710207HVZTBN04",NA,NA,4,4,NA,NA,NA,NA,6130522,2546641,NA,NA
"NIOL871109MPUVSS06",NA,4,1,NA,NA,NA,NA,1898391,489818,NA,NA,NA
"NIPE730623MPUVLV09",NA,NA,2,3,NA,NA,NA,NA,3656803,1603056,NA,NA
"NIRI750602MPUVYN02",1,NA,1,3,NA,1,400845,NA,0,2316003,NA,761576
"NISE880305HPUTTL05",NA,5,NA,NA,NA,NA,NA,964756,NA,NA,NA,NA
"NITI720520MVZÑRN08",NA,NA,5,2,NA,2,NA,NA,3937521,1172160,NA,1365387
"NIVS890701MAGÑLN05",1,2,1,1,NA,NA,375757,916645,577055,527272,NA,NA
"NIYG820011HSNTNR04",NA,2,2,2,NA,1,NA,1018293,3737742,1114030,NA,723883
"NOCM780322MDFRLN08",1,NA,3,3,NA,NA,706930,NA,2984430,1800914,NA,NA
"NOFI821025MSNRRR06",1,3,NA,NA,NA,1,384502,1259247,NA,NA,NA,416807
"NOGI830505MDFRRN02",NA,NA,3,2,1,NA,NA,NA,2578200,1321800,634575,NA
