"curp_funcionario","r_70-2010_COMPRAVENTA_TOTAL","r_70-2010_DONACIÓN_TOTAL","r_2010-2015_COMPRAVENTA_TOTAL","r_2015-2020_COMPRAVENTA_TOTAL","r_70-2010_COMPRAVENTA_VALOR","r_70-2010_DONACIÓN_VALOR","r_2010-2015_COMPRAVENTA_VALOR","r_2015-2020_COMPRAVENTA_VALOR"
"PAMM730512MVZLJR05",2,NA,NA,NA,53581801,NA,NA,NA
"PAMM851126MDFBNR08",2,NA,NA,NA,67052623,NA,NA,NA
"PÁOS730011HDFZNR01",1,NA,NA,NA,2363226,NA,NA,NA
"PAPA870223MVZGÑC03",2,NA,NA,NA,280104162,NA,NA,NA
"PAPD790816HDFTRN09",3,NA,NA,NA,237736204,NA,NA,NA
"PAPF860118HVZCRL08",3,NA,NA,NA,131370829,NA,NA,NA
"PAPM710913HVZGLR06",3,NA,NA,NA,110802851,NA,NA,NA
"PAPT820006MSNLSD06",1,NA,NA,NA,405908,NA,NA,NA
"PAQJ770401MVZLNS02",1,NA,NA,NA,1179160,NA,NA,NA
"PARA770227HVZDBB06",2,NA,NA,NA,107825357,NA,NA,NA
"PARB730206HPURVR03",2,NA,NA,NA,41058951,NA,NA,NA
"PÁRC761117MVZZNL07",1,NA,NA,NA,3160028,NA,NA,NA
"PARJ820903HDFLSR05",1,NA,NA,NA,362754,NA,NA,NA
"PARL830214HDFDDL01",3,NA,NA,NA,258998606,NA,NA,NA
"PARM810020HSNZZR03",1,NA,NA,NA,866753,NA,NA,NA
"PASÁ810726MAGTLG08",1,NA,NA,NA,600705,NA,NA,NA
"PASO840701HDFRCT06",1,NA,NA,NA,9414682,NA,NA,NA
"PASS750327MAGRVM07",1,NA,NA,NA,401001,NA,NA,NA
"PATA870206HPUNRB02",3,NA,NA,NA,135695487,NA,NA,NA
"PATM750213HPUNVR09",1,NA,NA,NA,5669141,NA,NA,NA
"PATV871008MVZCLN04",3,NA,NA,NA,170851692,NA,NA,NA
"PAUD831009MSNDBN05",3,NA,NA,NA,217834052,NA,NA,NA
"PAUJ830110MDFTBL05",2,NA,NA,NA,209024974,NA,NA,NA
"PAVD860426MSNLGV05",1,NA,NA,NA,2549147,NA,NA,NA
"PAYJ810024MPULGL05",1,NA,NA,NA,399952,NA,NA,NA
"PAYJ841027HPURBS04",1,NA,NA,NA,8472493,NA,NA,NA
"PÁZD831106MDFZMB02",3,NA,NA,NA,208550573,NA,NA,NA
"PAZM810521HSNLMN05",1,NA,NA,NA,3709629,NA,NA,NA
"PAZS720819HVZTMB01",3,NA,NA,NA,254037811,NA,NA,NA
"PEAL790524HVZDNN01",1,NA,NA,NA,3257717,NA,NA,NA
"PECA880215MAGRHD05",3,NA,NA,NA,243122680,NA,NA,NA
"PECA880410HPUDRR04",2,NA,NA,NA,152394552,NA,NA,NA
"PECÁ890810HVZLHG03",3,NA,NA,NA,87626788,NA,NA,NA
"PECC750813MVZRLL02",2,NA,NA,NA,85228293,NA,NA,NA
"PÉCJ801021HVZRMN04",1,NA,NA,NA,747152,NA,NA,NA
"PEDA730214MPUDL 01",1,NA,NA,NA,3448560,NA,NA,NA
"PÉDA770223HPURMS09",1,NA,NA,NA,6462322,NA,NA,NA
"PEDI720926HDFDLB08",1,NA,NA,NA,1439381,NA,NA,NA
"PEDM800304MPURMG05",2,NA,NA,NA,164770517,NA,NA,NA
"PÉFS830115MVZRRM03",3,NA,NA,NA,217124012,NA,NA,NA
"PÉGD780524MVZRLN01",3,NA,NA,NA,262501573,NA,NA,NA
"PEIJ800304MSNRRQ02",2,NA,NA,NA,159165671,NA,NA,NA
"PEJA851116HDFDQT01",2,NA,NA,NA,194465718,NA,NA,NA
"PEKV760204MVZDNC07",3,NA,NA,NA,203298249,NA,NA,NA
"PELA790813HSNLLJ03",3,NA,NA,NA,158569684,NA,NA,NA
"PELL840811HDFLRN01",3,NA,NA,NA,213710009,NA,NA,NA
"PEMG810616HDFRNL07",1,NA,NA,NA,1542480,NA,NA,NA
"PEMJ761109HVZRJS04",2,NA,NA,NA,125888525,NA,NA,NA
"PEMS791003MVZÑLL05",2,NA,NA,NA,108756223,NA,NA,NA
"PEOA880323MVZDNL06",3,NA,NA,NA,91806568,NA,NA,NA
"PEPE831015MPUÑGT01",3,NA,NA,NA,163400019,NA,NA,NA
"PERA841014HSNDG 02",3,NA,NA,NA,140425376,NA,NA,NA
"PERC830627HSNRGR05",2,1,NA,NA,189557454,99371462,NA,NA
"PERD830620MDFRLL09",2,1,NA,NA,137959204,100202075,NA,NA
"PERM720018MPURSR09",3,NA,NA,NA,125803826,NA,NA,NA
"PESA780603MAGDL 06",3,NA,NA,NA,223304319,NA,NA,NA
"PESC720910MAGDVR07",1,NA,NA,NA,3665874,NA,NA,NA
"PESJ780716MVZDZN04",2,NA,NA,NA,146076427,NA,NA,NA
"PESX840524HAGRLC05",1,NA,NA,NA,715761,NA,NA,NA
"PÉVÁ881105MSNRLG08",1,NA,NA,NA,4193146,NA,NA,NA
"PEVL840721HPULSC01",1,NA,NA,NA,1071170,NA,NA,NA
"PEVM740423HVZÑLN03",3,NA,NA,NA,246433197,NA,NA,NA
"PEZD850216HAGRMN07",1,NA,NA,NA,2621018,NA,NA,NA
"PEZF830614MDFRMR05",3,NA,NA,NA,196063690,NA,NA,NA
"PEZJ830202MSNDRL09",2,1,NA,NA,126767995,103885611,NA,NA
"PIAC781122MAGZLR07",2,NA,NA,NA,158472280,NA,NA,NA
"PIAÓ860607HDFÑCC03",1,NA,NA,NA,353982,NA,NA,NA
"PIAR860324MPUZNF08",1,NA,NA,NA,1632926,NA,NA,NA
"PIBA830121HVZÑTT08",1,NA,NA,NA,57338981,NA,NA,NA
"PIBG840806HDFZRB06",1,NA,NA,NA,7989105,NA,NA,NA
"PILI730227HAGÑGS06",1,NA,NA,NA,113682809,NA,NA,NA
"PIMA810923HPUNRC07",3,NA,NA,NA,206685059,NA,NA,NA
"PIML740918HDFÑRS09",3,NA,NA,NA,263765193,NA,NA,NA
"PIMR810221HDFNTQ08",1,NA,NA,NA,19748315,NA,NA,NA
"PINI730624HSNZRC07",1,NA,NA,NA,1855368,NA,NA,NA
"PIPN730201HSNÑLM09",1,NA,NA,NA,10220469,NA,NA,NA
"PIPV700303HSNNRL09",2,NA,NA,NA,105596321,NA,NA,NA
"PIVL801126MDFCRL07",3,NA,NA,NA,209485566,NA,NA,NA
"PIVL881020MSNÑLS09",1,NA,NA,NA,8431580,NA,NA,NA
"PIVM700604HDFZLN04",1,NA,NA,NA,113578950,NA,NA,NA
"POAE810604MAGLNL08",3,NA,NA,NA,280264440,NA,NA,NA
"POAK791122HAGRNV04",1,NA,NA,NA,4141917,NA,NA,NA
"POAM771116MDFLRR01",3,NA,NA,NA,144045038,NA,NA,NA
"POBI840615HVZNRB02",2,NA,NA,NA,79725396,NA,NA,NA
"POBN770502MAGRÑR08",1,NA,NA,NA,286946,NA,NA,NA
"POBR861023HPURNB07",3,NA,NA,NA,177047082,NA,NA,NA
"POCA870303HVZSNF01",1,NA,NA,NA,6174654,NA,NA,NA
"POCL820101HDFSRS05",2,NA,NA,NA,104604922,NA,NA,NA
"POCM830407HAGNNR04",3,NA,NA,NA,121694856,NA,NA,NA
"POFP810406HSNNRT05",1,NA,NA,NA,6653475,NA,NA,NA
"POGR851013HDFRLM05",1,NA,NA,NA,7847369,NA,NA,NA
"POHJ781106HPUSXL06",3,NA,NA,NA,161736906,NA,NA,NA
"POJX751022HVZSMM06",1,NA,NA,NA,4450511,NA,NA,NA
"POKC741125HVZRRL03",3,NA,NA,NA,186862401,NA,NA,NA
"POME860409HPURNN05",1,NA,NA,NA,4650974,NA,NA,NA
"POMM790203HSNRLG03",2,NA,NA,NA,120803566,NA,NA,NA
"POPC850306MPURRR08",1,NA,NA,NA,8846661,NA,NA,NA
"PORD721104HAGLZN07",2,NA,NA,NA,134640536,NA,NA,NA
"POSM811120MDFLNT05",1,NA,NA,NA,6913288,NA,NA,NA
"POUA810410HVZLRT09",3,NA,NA,NA,274632915,NA,NA,NA
"POXV871121HVZNRR03",1,NA,NA,NA,504986,NA,NA,NA
"POZI730614MPULMS03",1,NA,NA,NA,749328,NA,NA,NA
"PRAA850209HDFRLN09",2,NA,NA,NA,176411690,NA,NA,NA
"PRAP740801HAGRNL06",1,NA,NA,NA,4291466,NA,NA,NA
"PRBÁ800423HVZRRG04",2,NA,NA,NA,176034785,NA,NA,NA
"PRBD800110MVZRRR01",3,NA,NA,NA,215667496,NA,NA,NA
"PRBM750816MSNRNR01",1,NA,NA,NA,1049230,NA,NA,NA
"PREA850404MPURCF03",1,NA,NA,NA,1470247,NA,NA,NA
"PRGJ780101MVZRMS01",3,NA,NA,NA,188669974,NA,NA,NA
"PRKJ710712MSNRDL06",1,NA,NA,NA,5441442,NA,NA,NA
"PRLE811015HVZRYL04",1,NA,NA,NA,395705,NA,NA,NA
"PRMD730522HAGRRV09",2,NA,NA,NA,115407540,NA,NA,NA
"PRMG800310MAGRDL07",1,NA,NA,NA,3327482,NA,NA,NA
"PRMJ770515MDFRSS04",1,NA,NA,NA,1968523,NA,NA,NA
"PRSL700513MPURNL06",3,NA,NA,NA,174750941,NA,NA,NA
"PRSL820310HPURNS09",3,NA,NA,NA,190420462,NA,NA,NA
"PRTO771105MAGRJT03",1,NA,NA,NA,240221,NA,NA,NA
"PUBL790603MVZLZS01",2,NA,NA,NA,173088024,NA,NA,NA
"PUBO740327HVZLNT07",3,NA,NA,NA,178178253,NA,NA,NA
"PUCM880911HVZLRR04",2,NA,NA,NA,145448023,NA,NA,NA
"PUCN850101HSNGSC09",1,NA,NA,NA,6671387,NA,NA,NA
"PUMC740223MAGNDR03",1,NA,NA,NA,1973839,NA,NA,NA
"PUMG761016HSNLZR05",2,NA,NA,NA,175108487,NA,NA,NA
"PUMJ840918HVZGRC09",1,NA,NA,NA,1266858,NA,NA,NA
"PUPA861119HVZNLG07",1,NA,NA,NA,3863156,NA,NA,NA
"PURC820913MPUNDL07",2,NA,NA,NA,65993720,NA,NA,NA
"PUVC850216HDFNLR01",3,NA,NA,NA,55032265,NA,NA,NA
"PUVG830010MSNLLR09",1,NA,NA,NA,75047261,NA,NA,NA
"PUVT800322MVZGLD03",1,NA,NA,NA,8847214,NA,NA,NA
"PUZC780627HSNGML09",2,NA,NA,NA,242963681,NA,NA,NA
"QUAE720310MVZÑGM05",1,NA,NA,NA,829081,NA,NA,NA
"QUAF771101MDFNVR06",1,NA,NA,NA,412515,NA,NA,NA
"QUAG841003HSNNCS04",1,NA,NA,NA,28805925,NA,NA,NA
"QUAL841114MDFRCR02",1,NA,NA,NA,1814585,NA,NA,NA
"QUAL850412HDFVNL04",3,NA,NA,NA,163834664,NA,NA,NA
"QUAM840610HSNSNR06",1,NA,NA,NA,2493398,NA,NA,NA
"QUAT710208HAGRSM07",1,NA,NA,NA,1909138,NA,NA,NA
"QUBE790424MPURRM03",1,NA,NA,NA,5850604,NA,NA,NA
"QUBG740904MAGÑHN02",1,NA,NA,NA,5051555,NA,NA,NA
"QUBJ711023HVZRNS05",3,NA,NA,NA,218023753,NA,NA,NA
"QUBM700110MPUNSY04",3,NA,NA,NA,285270315,NA,NA,NA
"QUBM770624HDFNNR06",1,NA,NA,NA,724560,NA,NA,NA
"QUCA750705MPURL 04",3,NA,NA,NA,261417382,NA,NA,NA
"QUCA840126MPUNND09",3,NA,NA,NA,265342264,NA,NA,NA
"QUCD790226HDFNSN09",3,NA,NA,NA,141053908,NA,NA,NA
"QUCE850724HPUZRZ05",2,NA,NA,NA,113288259,NA,NA,NA
"QUCM710809HSNNRR02",1,NA,NA,NA,736973,NA,NA,NA
"QUCM790514HSNÑNR01",1,NA,NA,NA,7367540,NA,NA,NA
"QUCT890708HSNNHM01",3,NA,NA,NA,241160463,NA,NA,NA
"QUCV810021HVZÑLL04",1,NA,NA,NA,7004428,NA,NA,NA
"QUDB760425HDFNLR09",3,NA,NA,NA,155266494,NA,NA,NA
"QUEE710706HDFNCT03",3,NA,NA,NA,186045740,NA,NA,NA
"QUEE881112MSNÑHS04",1,NA,NA,NA,2231052,NA,NA,NA
"QUGA780426MVZRMG06",1,NA,NA,NA,3956783,NA,NA,NA
"QUGL880420HAGZLZ06",2,NA,NA,NA,117764108,NA,NA,NA
"QUHE860705HSNVRV03",3,NA,NA,NA,215916733,NA,NA,NA
"QUHJ790714MSNRRC09",3,NA,NA,NA,199425616,NA,NA,NA
"QUHJ840302MAGNRZ07",1,NA,NA,NA,2111107,NA,NA,NA
"QUKA760509MPUNNR02",2,NA,NA,NA,73214977,NA,NA,NA
"QULD710327HVZÑCN03",3,NA,NA,NA,186282950,NA,NA,NA
"QULV790912HPURGC01",3,NA,NA,NA,192488374,NA,NA,NA
"QUMA830524MDFNN 07",1,NA,NA,NA,1349772,NA,NA,NA
"QUMC740921HPUNJL05",1,NA,NA,NA,7148788,NA,NA,NA
"QUME711027HDFVÑS07",2,NA,NA,NA,77946335,NA,NA,NA
"QUMG870609HPUNNL01",3,NA,NA,NA,291156832,NA,NA,NA
"QUMM880925MDFZNR03",3,NA,NA,NA,225648396,NA,NA,NA
"QUMN870305HDFZNM06",1,NA,NA,NA,2793242,NA,NA,NA
"QUMS721024MPURLF02",2,NA,NA,NA,84481865,NA,NA,NA
"QUNE760624HVZNRS03",1,NA,NA,NA,6584214,NA,NA,NA
"QUNJ800003MDFVVN08",1,NA,NA,NA,1974295,NA,NA,NA
"QUNO880222MPUSVV06",2,1,NA,NA,109695428,51713892,NA,NA
"QUOS710016HSNÑVR02",2,1,NA,NA,53987119,76074956,NA,NA
"QUPE791005HVZNRL04",3,NA,NA,NA,118912276,NA,NA,NA
"QUQI861112HVZNNS04",1,NA,NA,NA,4036877,NA,NA,NA
"QUQJ851113MVZZÑN03",3,NA,NA,NA,274426834,NA,NA,NA
"QUQS710813MPUSNR04",2,NA,NA,NA,211248268,NA,NA,NA
"QURC860022MAGNYR04",1,NA,NA,NA,1759947,NA,NA,NA
"QURE740313HSNNYT09",1,NA,NA,NA,1165932,NA,NA,NA
"QURJ811102MDFNQZ02",3,NA,NA,NA,246646515,NA,NA,NA
"QURL790223HAGNDL07",3,NA,NA,NA,169564481,NA,NA,NA
"QURM730507MSNNNG09",3,NA,NA,NA,169398343,NA,NA,NA
"QURM860212HAGÑSR07",1,2,NA,NA,65631711,218623298,NA,NA
"QUSL770622MPURNR07",1,NA,NA,NA,329049,NA,NA,NA
"QUSM840017MSNÑSR05",1,NA,NA,NA,8571498,NA,NA,NA
"QUTG760623HVZNLR03",1,NA,NA,NA,9816603,NA,NA,NA
"QUTM710804HDFNMR08",2,NA,NA,NA,199761878,NA,NA,NA
"QUTM831115MDFNMR05",3,NA,NA,NA,192040288,NA,NA,NA
"QUUP860708HSNNSL06",1,NA,NA,NA,326321,NA,NA,NA
"QUUY760926MVZNBM03",3,NA,NA,NA,274114342,NA,NA,NA
"QUVC810320MVZNCR07",3,NA,NA,NA,217736781,NA,NA,NA
"QUVG801020MSNSLR01",3,NA,NA,NA,197838256,NA,NA,NA
"QUVM770008MPUNNL07",1,NA,NA,NA,166851,NA,NA,NA
"QUVM850913MDFRRR09",3,NA,NA,NA,261095612,NA,NA,NA
"QUZR700218HDFVMF07",2,NA,NA,NA,46488170,NA,NA,NA
"RAAA700521HSNZMN02",2,NA,NA,NA,132168465,NA,NA,NA
"RAAC791107MSNMYR05",1,NA,NA,NA,1087164,NA,NA,NA
"RAAD820627MAGMMN09",3,NA,NA,NA,366677520,NA,NA,NA
"RAAE770208HAGSTM04",3,NA,NA,NA,137530771,NA,NA,NA
"RABD770104MAGLRR05",2,NA,NA,NA,203817661,NA,NA,NA
"RABJ850112HDFMZM09",1,NA,NA,NA,7988407,NA,NA,NA
"RABR721125MVZNRL06",2,NA,NA,NA,107327175,NA,NA,NA
"RACA720210MPUNNB09",3,NA,NA,NA,168439820,NA,NA,NA
"RACE730422HVZZHP01",2,NA,NA,NA,56873266,NA,NA,NA
"RACL780112MAGNLZ02",1,NA,NA,NA,2846059,NA,NA,NA
"RACR790715MVZMSB02",1,NA,NA,NA,21229221,NA,NA,NA
"RADC811004HAGYMR02",1,NA,NA,NA,3215139,NA,NA,NA
"RADR831104HAGM G09",3,NA,NA,NA,181996438,NA,NA,NA
"RAFJ740424MDFMGS03",1,NA,NA,NA,1731902,NA,NA,NA
"RAGA760507MAGSL 04",3,NA,NA,NA,117532653,NA,NA,NA
"RAGL750918MVZMNR04",1,NA,NA,NA,716482,NA,NA,NA
"RAHA890302HPUMDR03",1,NA,NA,NA,7835219,NA,NA,NA
"RAHI790626HPUZNN08",3,NA,NA,NA,162257639,NA,NA,NA
"RALM790023HSNNRR02",3,NA,NA,NA,255069297,NA,NA,NA
"RAMM710016MVZSNR05",1,NA,NA,NA,1780271,NA,NA,NA
"RAMR840918HSNSRM04",3,NA,NA,NA,258893820,NA,NA,NA
"RAOM731016MPUYMG09",3,NA,NA,NA,76440735,NA,NA,NA
"RAOM811113MAGMDR04",3,NA,NA,NA,247908704,NA,NA,NA
"RAPC781112HAGNRR04",2,NA,NA,NA,54257163,NA,NA,NA
"RAPC830118MSNMGN02",3,NA,NA,NA,129943885,NA,NA,NA
"RAPI770407MPUMLR04",1,NA,NA,NA,5183839,NA,NA,NA
"RAPI850324MVZMCN01",3,NA,NA,NA,110337549,NA,NA,NA
"RAPN710325HPUZLT01",1,NA,NA,NA,1386117,NA,NA,NA
"RARA770717HVZSZD05",3,NA,NA,NA,71387669,NA,NA,NA
"RARE860611MAGMNM04",2,1,NA,NA,80343557,91969236,NA,NA
"RARP880612HDFNSL01",1,NA,NA,NA,1373920,NA,NA,NA
"RARR710904HVZMQM06",1,NA,NA,NA,5086778,NA,NA,NA
"RASM800822HSNYNG04",1,NA,NA,NA,7112343,NA,NA,NA
"RASS830513MDFNLM04",3,NA,NA,NA,161077154,NA,NA,NA
"RATM810926MVZMRG01",3,NA,NA,NA,317202811,NA,NA,NA
"RAZP700223MSNZMB07",2,NA,NA,NA,110988219,NA,NA,NA
"REAA870023HPUGMJ09",1,NA,NA,NA,468547,NA,NA,NA
"REAL790019MPUYGZ04",1,NA,NA,NA,8300614,NA,NA,NA
"REAR700711MVZSMS01",3,NA,NA,NA,270715128,NA,NA,NA
"REBI891104MAGNNN09",3,NA,NA,NA,163993135,NA,NA,NA
"RECC811122HVZYNR09",1,NA,NA,NA,4246645,NA,NA,NA
"RECJ800913MVZSDV02",1,NA,NA,NA,972836,NA,NA,NA
"RECL730927MPUNRL04",1,NA,NA,NA,4956125,NA,NA,NA
"RECL800424MDFYSR09",1,NA,NA,NA,3156673,NA,NA,NA
"RECS780602MPUNNL05",3,NA,NA,NA,117942266,NA,NA,NA
"RECT780721HDFGRD01",3,NA,NA,NA,152512184,NA,NA,NA
"REDM790512HPUSVN02",1,NA,NA,NA,2417788,NA,NA,NA
"REDS890021MSNYVL03",1,NA,NA,NA,8278543,NA,NA,NA
"REEE891107MVZYPV03",3,NA,NA,NA,227820008,NA,NA,NA
"REGE770401MVZNLT09",3,NA,NA,NA,251838332,NA,NA,NA
"REGM770116MPUNLG08",1,NA,NA,NA,29832626,NA,NA,NA
"RELM760803HAGGBR01",3,NA,NA,NA,198935808,NA,NA,NA
"REMJ810107HPUNNN05",1,NA,NA,NA,2954681,NA,NA,NA
"REMT840710MDFSTD05",3,NA,NA,NA,133640889,NA,NA,NA
"RENI891024HDFSGR08",1,NA,NA,NA,4164060,NA,NA,NA
"REOM860818HVZSTR01",2,NA,NA,NA,73766658,NA,NA,NA
"REPJ870624MSNYDQ04",3,NA,NA,NA,214987551,NA,NA,NA
"REPM760327MVZNZG01",3,NA,NA,NA,218593379,NA,NA,NA
"REQD790023HSNNRG06",3,NA,NA,NA,266124451,NA,NA,NA
"RERG710405MPUYLL08",1,NA,NA,NA,1231892,NA,NA,NA
"RERM850216HSNYVR04",3,NA,NA,NA,200241272,NA,NA,NA
"RERR780623HVZYDQ05",3,NA,NA,NA,120336092,NA,NA,NA
"RIAJ770622MSNVLL07",3,NA,NA,NA,127938923,NA,NA,NA
"RIAS880313MAGCDR02",3,NA,NA,NA,181232543,NA,NA,NA
"RIBJ851008HDFCLS02",3,NA,NA,NA,222627512,NA,NA,NA
"RIBJ870411HAGJNC02",2,NA,NA,NA,108667897,NA,NA,NA
"RICY790620HPUVRM07",3,NA,NA,NA,280938321,NA,NA,NA
"RIEL730213HSNJQS07",1,NA,NA,NA,194046,NA,NA,NA
"RIGG710919HDFVRL09",1,NA,NA,NA,34633411,NA,NA,NA
"RIHM790717HDFNRL06",1,NA,NA,NA,784030,NA,NA,NA
"RILB891016HSNNRR04",1,NA,NA,NA,8131058,NA,NA,NA
"RÍLG700426HVZSVR02",1,NA,NA,NA,77378405,NA,NA,NA
"RILL790124HVZNLC02",1,NA,NA,NA,1944025,NA,NA,NA
"RILL840910MPUCDT09",3,NA,NA,NA,190734954,NA,NA,NA
"RIPM830106HSNJRR06",1,NA,NA,NA,6083896,NA,NA,NA
"RIRC840115MVZCMR05",1,NA,NA,NA,592279,NA,NA,NA
"RISI710715HAGNVB08",1,NA,NA,NA,4029153,NA,NA,NA
"RIUM860817MSNJLR05",3,NA,NA,NA,310280725,NA,NA,NA
"RIVJ760416MVZNLS01",1,NA,NA,NA,1976783,NA,NA,NA
"RIYA870410MVZJBL08",2,NA,NA,NA,169579195,NA,NA,NA
"RIZI731005HSNNRN08",1,NA,NA,NA,5977543,NA,NA,NA
"RIZR830323MAGVRQ05",1,NA,NA,NA,6641676,NA,NA,NA
"ROAD710608HVZQNB03",1,NA,NA,NA,9651515,NA,NA,NA
"ROAJ741025MPUBYC01",3,NA,NA,NA,273215509,NA,NA,NA
"ROAJ781113HAGSDL07",1,NA,NA,NA,6879718,NA,NA,NA
"ROAL790811HAGDCS07",2,NA,NA,NA,109931750,NA,NA,NA
"ROAM830303MAGJYR01",3,NA,NA,NA,210247656,NA,NA,NA
"ROAM840820MAGSNN09",1,NA,NA,NA,1631945,NA,NA,NA
"ROAR760903MAGLCC04",1,NA,NA,NA,6072033,NA,NA,NA
"ROBA840807HAGCSL01",1,NA,NA,NA,386357,NA,NA,NA
"ROBL810822HSNQNS04",1,NA,NA,NA,2530254,NA,NA,NA
"ROBL891101MSNSTN07",1,NA,NA,NA,9853510,NA,NA,NA
"ROBM860906HAGDRC06",1,NA,NA,NA,1170346,NA,NA,NA
"ROCA790806HSNMRN09",3,NA,NA,NA,237557674,NA,NA,NA
"ROCA840524HDFSRB03",2,1,NA,NA,89406888,100925499,NA,NA
"ROCA900530MYNDLL04",NA,NA,NA,1,NA,NA,NA,NA
"ROCC760211HPULBR05",1,NA,NA,NA,9359100,NA,NA,NA
"ROCD720412HAGCNM08",1,NA,NA,NA,375267,NA,NA,NA
"ROCF750619MVZLJT03",1,NA,NA,NA,8911241,NA,NA,NA
"ROCG810801MVZLRD03",3,NA,NA,NA,216705524,NA,NA,NA
"ROCL730619HSNBMS06",1,NA,NA,NA,1244273,NA,NA,NA
"ROCM780225HAGSSR07",1,NA,NA,NA,710523,NA,NA,NA
"ROCP890618HVZBRB07",1,NA,NA,NA,349476,NA,NA,NA
"ROCR780412MVZSRL03",3,NA,NA,NA,123315012,NA,NA,NA
"RODA850707HDFMÑC06",3,NA,NA,NA,111844673,NA,NA,NA
"RODD731026MDFMLN07",3,NA,NA,NA,315988066,NA,NA,NA
"RODI830308HVZMLN06",1,NA,NA,NA,6837222,NA,NA,NA
"RODJ890626MSNMRN07",2,NA,NA,NA,133370940,NA,NA,NA
"RODV740510HVZJLL02",1,NA,NA,NA,7863297,NA,NA,NA
"ROER850725HAGYCS06",1,NA,NA,NA,331305,NA,NA,NA
"ROFE881127HSNCNN01",1,NA,NA,NA,2052084,NA,NA,NA
"ROFM890019HVZQRR05",2,NA,NA,NA,104555793,NA,NA,NA
"ROFR720905MSNDRG01",1,NA,NA,NA,5700749,NA,NA,NA
"ROFV780312MDFQLC09",1,NA,NA,NA,8726833,NA,NA,NA
"ROHB790321HDFQLT07",1,NA,NA,NA,8291641,NA,NA,NA
"ROHR730004HVZBRS01",2,NA,NA,NA,216801815,NA,NA,NA
"ROJA780805MDFDRN06",3,NA,NA,NA,224364102,NA,NA,NA
"ROJE720907MAGMRL05",1,NA,NA,NA,5035549,NA,NA,NA
"ROJL870503MDFSSC04",1,NA,NA,NA,5672672,NA,NA,NA
"ROKC771011MPUSPN06",3,NA,NA,NA,190566790,NA,NA,NA
"ROKC850217HAGLNN08",1,NA,NA,NA,215698,NA,NA,NA
"ROKP880901HPUQRL03",2,NA,NA,NA,104643692,NA,NA,NA
"ROLC750303HSNYMR08",1,NA,NA,NA,7845998,NA,NA,NA
"ROLD871018HPUJLR03",1,NA,NA,NA,9396377,NA,NA,NA
"ROLF850113MPUSBR05",3,NA,NA,NA,323465227,NA,NA,NA
"ROLP780122MDFYNT03",1,1,NA,NA,100348412,71596603,NA,NA
"ROMJ890009MSNQNC09",2,NA,NA,NA,87828469,NA,NA,NA
"ROML730521HPUMRN05",1,NA,NA,NA,1992807,NA,NA,NA
"ROMM821020HAGQRC05",1,NA,NA,NA,2111702,NA,NA,NA
"ROMR820404HSNBÑS08",1,NA,NA,NA,7512809,NA,NA,NA
"RONC880015HPULVN05",2,NA,NA,NA,168430471,NA,NA,NA
"RONJ780007HPUSVS05",1,NA,NA,NA,905252,NA,NA,NA
"RONJ790815HPUBGL07",3,NA,NA,NA,178425012,NA,NA,NA
"RONL810813MDFDVS05",1,NA,NA,NA,6701944,NA,NA,NA
"RONM820907MSNMTR01",1,NA,NA,NA,2859196,NA,NA,NA
"RONS890727MPUBRL09",1,NA,NA,NA,7689625,NA,NA,NA
"RONT781003MDFSÑM05",3,NA,NA,NA,186610667,NA,NA,NA
"ROOD750218MDFSTM03",1,NA,NA,NA,953164,NA,NA,NA
"ROOR820905HAGLHB06",3,NA,NA,NA,192932260,NA,NA,NA
"ROPG790804HDFYLD05",2,NA,NA,NA,171170402,NA,NA,NA
"ROPL780018HSNDLL05",1,NA,NA,NA,2486520,NA,NA,NA
"ROPL870409HPUQRS01",1,NA,NA,NA,8658065,NA,NA,NA
"ROPM750025HAGSLR07",1,NA,NA,NA,88197493,NA,NA,NA
"ROPR740013HDFBRS06",2,NA,NA,NA,99036358,NA,NA,NA
"ROQM830227HSNQNR07",1,NA,NA,NA,6345415,NA,NA,NA
"RORA740614HVZSL 04",1,NA,NA,NA,1545191,NA,NA,NA
"RORC811024MPUDMC02",2,NA,NA,NA,143668352,NA,NA,NA
"RORE850303MDFJSundefined03",1,NA,NA,NA,1642730,NA,NA,NA
"RORI750802MDFDLC08",1,NA,NA,NA,447708,NA,NA,NA
"RORL810913MPUDSR02",3,NA,NA,NA,245089468,NA,NA,NA
"RORM870508HSNSBN05",2,1,NA,NA,87512031,146808880,NA,NA
"RORR810104MPUBMC09",1,NA,NA,NA,6642119,NA,NA,NA
"RORR820917MDFLGL03",2,NA,NA,NA,89462069,NA,NA,NA
"RORS870217MDFYCR06",1,NA,NA,NA,5291926,NA,NA,NA
"ROSA771127HPUMLX07",1,NA,NA,NA,3262649,NA,NA,NA
"ROSD770719MVZCNN03",2,NA,NA,NA,201513409,NA,NA,NA
"ROSE780418MAGLNN09",3,NA,NA,NA,227687879,NA,NA,NA
"ROSE820107HSNSLM08",1,NA,NA,NA,4177114,NA,NA,NA
"ROSL850719MDFLCR05",1,NA,NA,NA,781923,NA,NA,NA
"ROSM740511HVZDNR08",1,NA,NA,NA,8307802,NA,NA,NA
"ROSM830818HAGSRR06",1,NA,NA,NA,3408623,NA,NA,NA
"ROTJ720122MAGSJS07",1,NA,NA,NA,8781274,NA,NA,NA
